"periodo","ano","trimestre","tasa_paro_pct","estado_dato","fuente_segmento","fuente","institucion","url_fuente","notas"
"2018T1","2018","1","16.74","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2018T2","2018","2","15.28","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2018T3","2018","3","14.55","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2018T4","2018","4","14.45","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2019T1","2019","1","14.70","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2019T2","2019","2","14.02","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2019T3","2019","3","13.92","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2019T4","2019","4","13.78","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2020T1","2020","1","14.41","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2020T2","2020","2","15.33","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2020T3","2020","3","16.26","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2020T4","2020","4","16.13","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2021T1","2021","1","16.14","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2021T2","2021","2","15.39","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2021T3","2021","3","14.71","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2021T4","2021","4","13.44","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2022T1","2022","1","13.73","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2022T2","2022","2","12.69","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2022T3","2022","3","12.73","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2022T4","2022","4","12.99","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2023T1","2023","1","13.38","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2023T2","2023","2","11.67","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2023T3","2023","3","11.89","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2023T4","2023","4","11.80","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2024T1","2024","1","12.29","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2024T2","2024","2","11.27","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2024T3","2024","3","11.21","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2024T4","2024","4","10.61","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2025T1","2025","1","11.36","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2025T2","2025","2","10.29","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2025T3","2025","3","10.45","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2025T4","2025","4","9.93","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2026T1","2026","1","10.83","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
