Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
varones;de 16 a 19 años;tasas de actividad;1991TII;31,60
varones;de 16 a 19 años;tasas de actividad;1991TI;31,64
varones;de 16 a 19 años;tasas de actividad;1990TIV;32,65
varones;de 16 a 19 años;tasas de actividad;1990TIII;35,02
varones;de 16 a 19 años;tasas de actividad;1990TII;32,08
varones;de 16 a 19 años;tasas de actividad;1990TI;32,76
varones;de 16 a 19 años;tasas de actividad;1989TIV;33,88
varones;de 16 a 19 años;tasas de actividad;1989TIII;36,08
varones;de 16 a 19 años;tasas de actividad;1989TII;34,15
varones;de 16 a 19 años;tasas de actividad;1989TI;34,68
varones;de 16 a 19 años;tasas de actividad;1988TIV;35,01
varones;de 16 a 19 años;tasas de actividad;1988TIII;37,88
varones;de 16 a 19 años;tasas de actividad;1988TII;37,50
varones;de 16 a 19 años;tasas de actividad;1988TI;38,38
varones;de 16 a 19 años;tasas de actividad;1987TIV;39,92
varones;de 16 a 19 años;tasas de actividad;1987TIII;40,48
varones;de 16 a 19 años;tasas de actividad;1987TII;39,55
varones;de 16 a 19 años;tasas de actividad;1987TI;40,11
varones;de 16 a 19 años;tasas de actividad;1986TIV;40,18
varones;de 16 a 19 años;tasas de actividad;1986TIII;40,38
varones;de 16 a 19 años;tasas de actividad;1986TII;40,50
varones;de 16 a 19 años;tasas de actividad;1986TI;42,39
varones;de 16 a 19 años;tasas de actividad;1985TIV;42,37
varones;de 16 a 19 años;tasas de actividad;1985TIII;42,59
varones;de 16 a 19 años;tasas de actividad;1985TII;41,45
varones;de 16 a 19 años;tasas de actividad;1985TI;45,01
varones;de 16 a 19 años;tasas de actividad;1984TIV;46,44
varones;de 16 a 19 años;tasas de actividad;1984TIII;46,38
varones;de 16 a 19 años;tasas de actividad;1984TII;45,53
varones;de 16 a 19 años;tasas de actividad;1984TI;46,03
varones;de 16 a 19 años;tasas de actividad;1983TIV;46,95
varones;de 16 a 19 años;tasas de actividad;1983TIII;47,00
varones;de 16 a 19 años;tasas de actividad;1983TII;46,01
varones;de 16 a 19 años;tasas de actividad;1983TI;47,66
varones;de 16 a 19 años;tasas de actividad;1982TIV;49,73
varones;de 16 a 19 años;tasas de actividad;1982TIII;49,11
varones;de 16 a 19 años;tasas de actividad;1982TII;48,94
varones;de 16 a 19 años;tasas de actividad;1982TI;50,10
varones;de 16 a 19 años;tasas de actividad;1981TIV;50,83
varones;de 16 a 19 años;tasas de actividad;1981TIII;51,23
varones;de 16 a 19 años;tasas de actividad;1981TII;49,11
varones;de 16 a 19 años;tasas de actividad;1981TI;51,74
varones;de 16 a 19 años;tasas de actividad;1980TIV;52,64
varones;de 16 a 19 años;tasas de actividad;1980TIII;53,08
varones;de 16 a 19 años;tasas de actividad;1980TII;52,26
varones;de 16 a 19 años;tasas de actividad;1980TI;54,21
varones;de 16 a 19 años;tasas de actividad;1979TIV;55,33
varones;de 16 a 19 años;tasas de actividad;1979TIII;55,28
varones;de 16 a 19 años;tasas de actividad;1979TII;54,06
varones;de 16 a 19 años;tasas de actividad;1979TI;55,79
varones;de 16 a 19 años;tasas de actividad;1978TIV;56,80
varones;de 16 a 19 años;tasas de actividad;1978TIII;57,91
varones;de 16 a 19 años;tasas de actividad;1978TII;57,18
varones;de 16 a 19 años;tasas de actividad;1978TI;59,23
varones;de 16 a 19 años;tasas de actividad;1977TIV;61,20
varones;de 16 a 19 años;tasas de actividad;1977TIII;61,19
varones;de 16 a 19 años;tasas de actividad;1977TII;59,32
varones;de 16 a 19 años;tasas de actividad;1977TI;61,38
varones;de 16 a 19 años;tasas de actividad;1976TIV;61,68
varones;de 16 a 19 años;tasas de actividad;1976TIII;63,14
varones;de 16 a 19 años;tasas de paro;1995TIV;45,80
varones;de 16 a 19 años;tasas de paro;1995TIII;45,82
varones;de 16 a 19 años;tasas de paro;1995TII;45,95
varones;de 16 a 19 años;tasas de paro;1995TI;46,69
varones;de 16 a 19 años;tasas de paro;1994TIV;49,34
varones;de 16 a 19 años;tasas de paro;1994TIII;48,54
varones;de 16 a 19 años;tasas de paro;1994TII;47,47
varones;de 16 a 19 años;tasas de paro;1994TI;50,64
varones;de 16 a 19 años;tasas de paro;1993TIV;49,52
varones;de 16 a 19 años;tasas de paro;1993TIII;48,34
varones;de 16 a 19 años;tasas de paro;1993TII;46,31
varones;de 16 a 19 años;tasas de paro;1993TI;44,89
varones;de 16 a 19 años;tasas de paro;1992TIV;37,87
varones;de 16 a 19 años;tasas de paro;1992TIII;34,78
varones;de 16 a 19 años;tasas de paro;1992TII;31,26
varones;de 16 a 19 años;tasas de paro;1992TI;31,20
varones;de 16 a 19 años;tasas de paro;1991TIV;30,21
varones;de 16 a 19 años;tasas de paro;1991TIII;30,07
varones;de 16 a 19 años;tasas de paro;1991TII;28,32
varones;de 16 a 19 años;tasas de paro;1991TI;30,27
varones;de 16 a 19 años;tasas de paro;1990TIV;29,24
varones;de 16 a 19 años;tasas de paro;1990TIII;30,99
varones;de 16 a 19 años;tasas de paro;1990TII;30,80
varones;de 16 a 19 años;tasas de paro;1990TI;32,46
varones;de 16 a 19 años;tasas de paro;1989TIV;30,95
varones;de 16 a 19 años;tasas de paro;1989TIII;31,62
varones;de 16 a 19 años;tasas de paro;1989TII;31,10
varones;de 16 a 19 años;tasas de paro;1989TI;34,40
varones;de 16 a 19 años;tasas de paro;1988TIV;36,41
varones;de 16 a 19 años;tasas de paro;1988TIII;38,84
varones;de 16 a 19 años;tasas de paro;1988TII;41,12
varones;de 16 a 19 años;tasas de paro;1988TI;42,22
varones;de 16 a 19 años;tasas de paro;1987TIV;43,68
varones;de 16 a 19 años;tasas de paro;1987TIII;42,70
varones;de 16 a 19 años;tasas de paro;1987TII;45,19
varones;de 16 a 19 años;tasas de paro;1987TI;48,16
varones;de 16 a 19 años;tasas de paro;1986TIV;48,12
varones;de 16 a 19 años;tasas de paro;1986TIII;46,69
varones;de 16 a 19 años;tasas de paro;1986TII;48,18
varones;de 16 a 19 años;tasas de paro;1986TI;50,15
varones;de 16 a 19 años;tasas de paro;1985TIV;51,84
varones;de 16 a 19 años;tasas de paro;1985TIII;51,96
varones;de 16 a 19 años;tasas de paro;1985TII;53,20
varones;de 16 a 19 años;tasas de paro;1985TI;55,55
varones;de 16 a 19 años;tasas de paro;1984TIV;54,44
varones;de 16 a 19 años;tasas de paro;1984TIII;52,13
varones;de 16 a 19 años;tasas de paro;1984TII;53,10
varones;de 16 a 19 años;tasas de paro;1984TI;53,97
varones;de 16 a 19 años;tasas de paro;1983TIV;50,41
varones;de 16 a 19 años;tasas de paro;1983TIII;48,70
varones;de 16 a 19 años;tasas de paro;1983TII;47,94
varones;de 16 a 19 años;tasas de paro;1983TI;49,11
varones;de 16 a 19 años;tasas de paro;1982TIV;47,63
varones;de 16 a 19 años;tasas de paro;1982TIII;46,28
varones;de 16 a 19 años;tasas de paro;1982TII;45,03
varones;de 16 a 19 años;tasas de paro;1982TI;44,18
varones;de 16 a 19 años;tasas de paro;1981TIV;43,45
varones;de 16 a 19 años;tasas de paro;1981TIII;41,00
varones;de 16 a 19 años;tasas de paro;1981TII;39,38
varones;de 16 a 19 años;tasas de paro;1981TI;39,27
varones;de 16 a 19 años;tasas de paro;1980TIV;36,25
varones;de 16 a 19 años;tasas de paro;1980TIII;32,81
varones;de 16 a 19 años;tasas de paro;1980TII;31,64
varones;de 16 a 19 años;tasas de paro;1980TI;28,83
varones;de 16 a 19 años;tasas de paro;1979TIV;27,29
varones;de 16 a 19 años;tasas de paro;1979TIII;25,76
varones;de 16 a 19 años;tasas de paro;1979TII;24,57
varones;de 16 a 19 años;tasas de paro;1979TI;23,11
varones;de 16 a 19 años;tasas de paro;1978TIV;21,93
varones;de 16 a 19 años;tasas de paro;1978TIII;20,51
varones;de 16 a 19 años;tasas de paro;1978TII;18,77
varones;de 16 a 19 años;tasas de paro;1978TI;17,67
varones;de 16 a 19 años;tasas de paro;1977TIV;16,03
varones;de 16 a 19 años;tasas de paro;1977TIII;15,12
varones;de 16 a 19 años;tasas de paro;1977TII;13,16
varones;de 16 a 19 años;tasas de paro;1977TI;12,85
varones;de 16 a 19 años;tasas de paro;1976TIV;12,02
varones;de 16 a 19 años;tasas de paro;1976TIII;10,70
varones;de 16 a 19 años;tasas de empleo;1995TIV;14,09
varones;de 16 a 19 años;tasas de empleo;1995TIII;14,95
varones;de 16 a 19 años;tasas de empleo;1995TII;14,41
varones;de 16 a 19 años;tasas de empleo;1995TI;14,77
varones;de 16 a 19 años;tasas de empleo;1994TIV;14,10
varones;de 16 a 19 años;tasas de empleo;1994TIII;15,38
varones;de 16 a 19 años;tasas de empleo;1994TII;15,49
varones;de 16 a 19 años;tasas de empleo;1994TI;14,64
varones;de 16 a 19 años;tasas de empleo;1993TIV;15,35
varones;de 16 a 19 años;tasas de empleo;1993TIII;16,16
varones;de 16 a 19 años;tasas de empleo;1993TII;16,66
varones;de 16 a 19 años;tasas de empleo;1993TI;17,25
varones;de 16 a 19 años;tasas de empleo;1992TIV;19,63
varones;de 16 a 19 años;tasas de empleo;1992TIII;21,82
varones;de 16 a 19 años;tasas de empleo;1992TII;22,93
varones;de 16 a 19 años;tasas de empleo;1992TI;22,04
varones;de 16 a 19 años;tasas de empleo;1991TIV;22,49
varones;de 16 a 19 años;tasas de empleo;1991TIII;23,23
varones;de 16 a 19 años;tasas de empleo;1991TII;22,65
varones;de 16 a 19 años;tasas de empleo;1991TI;22,06
varones;de 16 a 19 años;tasas de empleo;1990TIV;23,11
varones;de 16 a 19 años;tasas de empleo;1990TIII;24,17
varones;de 16 a 19 años;tasas de empleo;1990TII;22,20
varones;de 16 a 19 años;tasas de empleo;1990TI;22,13
varones;de 16 a 19 años;tasas de empleo;1989TIV;23,39
varones;de 16 a 19 años;tasas de empleo;1989TIII;24,67
varones;de 16 a 19 años;tasas de empleo;1989TII;23,53
varones;de 16 a 19 años;tasas de empleo;1989TI;22,75
varones;de 16 a 19 años;tasas de empleo;1988TIV;22,26
varones;de 16 a 19 años;tasas de empleo;1988TIII;23,17
varones;de 16 a 19 años;tasas de empleo;1988TII;22,08
varones;de 16 a 19 años;tasas de empleo;1988TI;22,18
varones;de 16 a 19 años;tasas de empleo;1987TIV;22,48
varones;de 16 a 19 años;tasas de empleo;1987TIII;23,20
varones;de 16 a 19 años;tasas de empleo;1987TII;21,68
varones;de 16 a 19 años;tasas de empleo;1987TI;20,79
varones;de 16 a 19 años;tasas de empleo;1986TIV;20,84
varones;de 16 a 19 años;tasas de empleo;1986TIII;21,53
varones;de 16 a 19 años;tasas de empleo;1986TII;20,99
varones;de 16 a 19 años;tasas de empleo;1986TI;21,13
varones;de 16 a 19 años;tasas de empleo;1985TIV;20,40
varones;de 16 a 19 años;tasas de empleo;1985TIII;20,46
varones;de 16 a 19 años;tasas de empleo;1985TII;19,40
varones;de 16 a 19 años;tasas de empleo;1985TI;20,01
varones;de 16 a 19 años;tasas de empleo;1984TIV;21,16
varones;de 16 a 19 años;tasas de empleo;1984TIII;22,20
varones;de 16 a 19 años;tasas de empleo;1984TII;21,35
varones;de 16 a 19 años;tasas de empleo;1984TI;21,19
varones;de 16 a 19 años;tasas de empleo;1983TIV;23,28
varones;de 16 a 19 años;tasas de empleo;1983TIII;24,11
varones;de 16 a 19 años;tasas de empleo;1983TII;23,95
varones;de 16 a 19 años;tasas de empleo;1983TI;24,25
varones;de 16 a 19 años;tasas de empleo;1982TIV;26,04
varones;de 16 a 19 años;tasas de empleo;1982TIII;26,38
varones;de 16 a 19 años;tasas de empleo;1982TII;26,90
varones;de 16 a 19 años;tasas de empleo;1982TI;27,97
varones;de 16 a 19 años;tasas de empleo;1981TIV;28,75
varones;de 16 a 19 años;tasas de empleo;1981TIII;30,23
varones;de 16 a 19 años;tasas de empleo;1981TII;29,77
varones;de 16 a 19 años;tasas de empleo;1981TI;31,42
varones;de 16 a 19 años;tasas de empleo;1980TIV;33,56
varones;de 16 a 19 años;tasas de empleo;1980TIII;35,66
varones;de 16 a 19 años;tasas de empleo;1980TII;35,72
varones;de 16 a 19 años;tasas de empleo;1980TI;38,58
varones;de 16 a 19 años;tasas de empleo;1979TIV;40,23
varones;de 16 a 19 años;tasas de empleo;1979TIII;41,04
varones;de 16 a 19 años;tasas de empleo;1979TII;40,77
varones;de 16 a 19 años;tasas de empleo;1979TI;42,90
varones;de 16 a 19 años;tasas de empleo;1978TIV;44,34
varones;de 16 a 19 años;tasas de empleo;1978TIII;46,03
varones;de 16 a 19 años;tasas de empleo;1978TII;46,45
varones;de 16 a 19 años;tasas de empleo;1978TI;48,76
varones;de 16 a 19 años;tasas de empleo;1977TIV;51,39
varones;de 16 a 19 años;tasas de empleo;1977TIII;51,94
varones;de 16 a 19 años;tasas de empleo;1977TII;51,51
varones;de 16 a 19 años;tasas de empleo;1977TI;53,49
varones;de 16 a 19 años;tasas de empleo;1976TIV;54,27
varones;de 16 a 19 años;tasas de empleo;1976TIII;56,38
varones;de 20 a 24 años;tasas de actividad;1995TIV;63,78
varones;de 20 a 24 años;tasas de actividad;1995TIII;64,85
varones;de 20 a 24 años;tasas de actividad;1995TII;63,56
varones;de 20 a 24 años;tasas de actividad;1995TI;64,95
varones;de 20 a 24 años;tasas de actividad;1994TIV;65,58
varones;de 20 a 24 años;tasas de actividad;1994TIII;66,55
varones;de 20 a 24 años;tasas de actividad;1994TII;66,68
varones;de 20 a 24 años;tasas de actividad;1994TI;68,22
varones;de 20 a 24 años;tasas de actividad;1993TIV;68,41
varones;de 20 a 24 años;tasas de actividad;1993TIII;68,69
varones;de 20 a 24 años;tasas de actividad;1993TII;67,38
varones;de 20 a 24 años;tasas de actividad;1993TI;67,73
varones;de 20 a 24 años;tasas de actividad;1992TIV;68,95
varones;de 20 a 24 años;tasas de actividad;1992TIII;68,68
varones;de 20 a 24 años;tasas de actividad;1992TII;68,13
varones;de 20 a 24 años;tasas de actividad;1992TI;69,48
varones;de 20 a 24 años;tasas de actividad;1991TIV;70,29
varones;de 20 a 24 años;tasas de actividad;1991TIII;71,29
varones;de 20 a 24 años;tasas de actividad;1991TII;70,93
varones;de 20 a 24 años;tasas de actividad;1991TI;72,18
varones;de 20 a 24 años;tasas de actividad;1990TIV;72,90
varones;de 20 a 24 años;tasas de actividad;1990TIII;72,16
varones;de 20 a 24 años;tasas de actividad;1990TII;72,60
varones;de 20 a 24 años;tasas de actividad;1990TI;73,09
varones;de 20 a 24 años;tasas de actividad;1989TIV;72,89
varones;de 20 a 24 años;tasas de actividad;1989TIII;72,20
varones;de 20 a 24 años;tasas de actividad;1989TII;70,68
varones;de 20 a 24 años;tasas de actividad;1989TI;72,56
varones;de 20 a 24 años;tasas de actividad;1988TIV;73,66
varones;de 20 a 24 años;tasas de actividad;1988TIII;74,53
varones;de 20 a 24 años;tasas de actividad;1988TII;72,06
varones;de 20 a 24 años;tasas de actividad;1988TI;71,80
varones;de 20 a 24 años;tasas de actividad;1987TIV;72,09
varones;de 20 a 24 años;tasas de actividad;1987TIII;71,71
varones;de 20 a 24 años;tasas de actividad;1987TII;70,75
varones;de 20 a 24 años;tasas de actividad;1987TI;71,11
varones;de 20 a 24 años;tasas de actividad;1986TIV;70,35
varones;de 20 a 24 años;tasas de actividad;1986TIII;70,21
varones;de 20 a 24 años;tasas de actividad;1986TII;69,01
varones;de 20 a 24 años;tasas de actividad;1986TI;68,14
varones;de 20 a 24 años;tasas de actividad;1985TIV;67,48
varones;de 20 a 24 años;tasas de actividad;1985TIII;67,98
varones;de 20 a 24 años;tasas de actividad;1985TII;66,80
varones;de 20 a 24 años;tasas de actividad;1985TI;66,77
varones;de 20 a 24 años;tasas de actividad;1984TIV;66,83
varones;de 20 a 24 años;tasas de actividad;1984TIII;66,60
varones;de 20 a 24 años;tasas de actividad;1984TII;65,85
varones;de 20 a 24 años;tasas de actividad;1984TI;65,91
varones;de 20 a 24 años;tasas de actividad;1983TIV;65,52
varones;de 20 a 24 años;tasas de actividad;1983TIII;66,69
varones;de 20 a 24 años;tasas de actividad;1983TII;65,49
varones;de 20 a 24 años;tasas de actividad;1983TI;65,82
varones;de 20 a 24 años;tasas de actividad;1982TIV;65,95
varones;de 20 a 24 años;tasas de actividad;1982TIII;65,43
varones;de 20 a 24 años;tasas de actividad;1982TII;64,46
varones;de 20 a 24 años;tasas de actividad;1982TI;66,07
varones;de 20 a 24 años;tasas de actividad;1981TIV;65,42
varones;de 20 a 24 años;tasas de actividad;1981TIII;64,76
varones;de 20 a 24 años;tasas de actividad;1981TII;63,92
varones;de 20 a 24 años;tasas de actividad;1981TI;64,50
varones;de 20 a 24 años;tasas de actividad;1980TIV;63,48
varones;de 20 a 24 años;tasas de actividad;1980TIII;63,72
varones;de 20 a 24 años;tasas de actividad;1980TII;63,83
varones;de 20 a 24 años;tasas de actividad;1980TI;64,62
varones;de 20 a 24 años;tasas de actividad;1979TIV;64,17
varones;de 20 a 24 años;tasas de actividad;1979TIII;63,84
varones;de 20 a 24 años;tasas de actividad;1979TII;62,20
varones;de 20 a 24 años;tasas de actividad;1979TI;63,76
varones;de 20 a 24 años;tasas de actividad;1978TIV;63,53
varones;de 20 a 24 años;tasas de actividad;1978TIII;63,83
varones;de 20 a 24 años;tasas de actividad;1978TII;62,59
varones;de 20 a 24 años;tasas de actividad;1978TI;63,65
varones;de 20 a 24 años;tasas de actividad;1977TIV;62,93
varones;de 20 a 24 años;tasas de actividad;1977TIII;62,73
varones;de 20 a 24 años;tasas de actividad;1977TII;62,50
varones;de 20 a 24 años;tasas de actividad;1977TI;63,24
varones;de 20 a 24 años;tasas de actividad;1976TIV;64,08
varones;de 20 a 24 años;tasas de actividad;1976TIII;64,11
varones;de 20 a 24 años;tasas de paro;1995TIV;33,78
varones;de 20 a 24 años;tasas de paro;1995TIII;33,29
varones;de 20 a 24 años;tasas de paro;1995TII;33,28
varones;de 20 a 24 años;tasas de paro;1995TI;35,46
varones;de 20 a 24 años;tasas de paro;1994TIV;36,07
varones;de 20 a 24 años;tasas de paro;1994TIII;36,75
varones;de 20 a 24 años;tasas de paro;1994TII;38,91
varones;de 20 a 24 años;tasas de paro;1994TI;40,75
varones;de 20 a 24 años;tasas de paro;1993TIV;39,00
varones;de 20 a 24 años;tasas de paro;1993TIII;37,90
varones;de 20 a 24 años;tasas de paro;1993TII;36,14
varones;de 20 a 24 años;tasas de paro;1993TI;34,60
varones;de 20 a 24 años;tasas de paro;1992TIV;31,85
varones;de 20 a 24 años;tasas de paro;1992TIII;27,66
varones;de 20 a 24 años;tasas de paro;1992TII;26,42
varones;de 20 a 24 años;tasas de paro;1992TI;24,97
varones;de 20 a 24 años;tasas de paro;1991TIV;24,45
varones;de 20 a 24 años;tasas de paro;1991TIII;23,03
varones;de 20 a 24 años;tasas de paro;1991TII;23,95
varones;de 20 a 24 años;tasas de paro;1991TI;24,29
varones;de 20 a 24 años;tasas de paro;1990TIV;24,36
varones;de 20 a 24 años;tasas de paro;1990TIII;23,88
varones;de 20 a 24 años;tasas de paro;1990TII;23,84
varones;de 20 a 24 años;tasas de paro;1990TI;25,60
varones;de 20 a 24 años;tasas de paro;1989TIV;26,73
varones;de 20 a 24 años;tasas de paro;1989TIII;23,73
varones;de 20 a 24 años;tasas de paro;1989TII;25,98
varones;de 20 a 24 años;tasas de paro;1989TI;28,27
varones;de 20 a 24 años;tasas de paro;1988TIV;28,59
varones;de 20 a 24 años;tasas de paro;1988TIII;29,95
varones;de 20 a 24 años;tasas de paro;1988TII;32,65
varones;de 20 a 24 años;tasas de paro;1988TI;32,86
varones;de 20 a 24 años;tasas de paro;1987TIV;32,04
varones;de 20 a 24 años;tasas de paro;1987TIII;34,21
varones;de 20 a 24 años;tasas de paro;1987TII;35,10
varones;de 20 a 24 años;tasas de paro;1987TI;39,63
varones;de 20 a 24 años;tasas de paro;1986TIV;40,09
varones;de 20 a 24 años;tasas de paro;1986TIII;39,70
varones;de 20 a 24 años;tasas de paro;1986TII;42,00
varones;de 20 a 24 años;tasas de paro;1986TI;43,20
varones;de 20 a 24 años;tasas de paro;1985TIV;42,16
varones;de 20 a 24 años;tasas de paro;1985TIII;40,80
varones;de 20 a 24 años;tasas de paro;1985TII;41,66
varones;de 20 a 24 años;tasas de paro;1985TI;41,77
varones;de 20 a 24 años;tasas de paro;1984TIV;40,70
varones;de 20 a 24 años;tasas de paro;1984TIII;39,15
varones;de 20 a 24 años;tasas de paro;1984TII;39,29
varones;de 20 a 24 años;tasas de paro;1984TI;39,71
varones;de 20 a 24 años;tasas de paro;1983TIV;35,91
varones;de 20 a 24 años;tasas de paro;1983TIII;34,78
varones;de 20 a 24 años;tasas de paro;1983TII;34,50
varones;de 20 a 24 años;tasas de paro;1983TI;35,62
varones;de 20 a 24 años;tasas de paro;1982TIV;33,40
varones;de 20 a 24 años;tasas de paro;1982TIII;32,77
varones;de 20 a 24 años;tasas de paro;1982TII;31,90
varones;de 20 a 24 años;tasas de paro;1982TI;32,72
varones;de 20 a 24 años;tasas de paro;1981TIV;29,77
varones;de 20 a 24 años;tasas de paro;1981TIII;29,51
varones;de 20 a 24 años;tasas de paro;1981TII;27,64
varones;de 20 a 24 años;tasas de paro;1981TI;27,19
varones;de 20 a 24 años;tasas de paro;1980TIV;25,85
varones;de 20 a 24 años;tasas de paro;1980TIII;23,97
varones;de 20 a 24 años;tasas de paro;1980TII;23,99
varones;de 20 a 24 años;tasas de paro;1980TI;21,90
varones;de 20 a 24 años;tasas de paro;1979TIV;19,22
varones;de 20 a 24 años;tasas de paro;1979TIII;18,42
varones;de 20 a 24 años;tasas de paro;1979TII;17,09
varones;de 20 a 24 años;tasas de paro;1979TI;17,05
varones;de 20 a 24 años;tasas de paro;1978TIV;15,81
varones;de 20 a 24 años;tasas de paro;1978TIII;15,25
varones;de 20 a 24 años;tasas de paro;1978TII;13,88
varones;de 20 a 24 años;tasas de paro;1978TI;13,79
varones;de 20 a 24 años;tasas de paro;1977TIV;11,62
varones;de 20 a 24 años;tasas de paro;1977TIII;10,94
varones;de 20 a 24 años;tasas de paro;1977TII;9,27
varones;de 20 a 24 años;tasas de paro;1977TI;9,66
varones;de 20 a 24 años;tasas de paro;1976TIV;9,33
varones;de 20 a 24 años;tasas de paro;1976TIII;8,43
varones;de 20 a 24 años;tasas de empleo;1995TIV;42,24
varones;de 20 a 24 años;tasas de empleo;1995TIII;43,26
varones;de 20 a 24 años;tasas de empleo;1995TII;42,41
varones;de 20 a 24 años;tasas de empleo;1995TI;41,92
varones;de 20 a 24 años;tasas de empleo;1994TIV;41,92
varones;de 20 a 24 años;tasas de empleo;1994TIII;42,09
varones;de 20 a 24 años;tasas de empleo;1994TII;40,73
varones;de 20 a 24 años;tasas de empleo;1994TI;40,42
varones;de 20 a 24 años;tasas de empleo;1993TIV;41,73
varones;de 20 a 24 años;tasas de empleo;1993TIII;42,66
varones;de 20 a 24 años;tasas de empleo;1993TII;43,03
varones;de 20 a 24 años;tasas de empleo;1993TI;44,30
varones;de 20 a 24 años;tasas de empleo;1992TIV;46,99
varones;de 20 a 24 años;tasas de empleo;1992TIII;49,69
varones;de 20 a 24 años;tasas de empleo;1992TII;50,13
varones;de 20 a 24 años;tasas de empleo;1992TI;52,13
varones;de 20 a 24 años;tasas de empleo;1991TIV;53,10
varones;de 20 a 24 años;tasas de empleo;1991TIII;54,88
varones;de 20 a 24 años;tasas de empleo;1991TII;53,94
varones;de 20 a 24 años;tasas de empleo;1991TI;54,65
varones;de 20 a 24 años;tasas de empleo;1990TIV;55,15
varones;de 20 a 24 años;tasas de empleo;1990TIII;54,93
varones;de 20 a 24 años;tasas de empleo;1990TII;55,29
varones;de 20 a 24 años;tasas de empleo;1990TI;54,38
varones;de 20 a 24 años;tasas de empleo;1989TIV;53,41
varones;de 20 a 24 años;tasas de empleo;1989TIII;55,07
varones;de 20 a 24 años;tasas de empleo;1989TII;52,32
varones;de 20 a 24 años;tasas de empleo;1989TI;52,05
varones;de 20 a 24 años;tasas de empleo;1988TIV;52,60
varones;de 20 a 24 años;tasas de empleo;1988TIII;52,21
varones;de 20 a 24 años;tasas de empleo;1988TII;48,53
varones;de 20 a 24 años;tasas de empleo;1988TI;48,21
varones;de 20 a 24 años;tasas de empleo;1987TIV;49,00
varones;de 20 a 24 años;tasas de empleo;1987TIII;47,18
varones;de 20 a 24 años;tasas de empleo;1987TII;45,92
varones;de 20 a 24 años;tasas de empleo;1987TI;42,93
varones;de 20 a 24 años;tasas de empleo;1986TIV;42,14
varones;de 20 a 24 años;tasas de empleo;1986TIII;42,34
varones;de 20 a 24 años;tasas de empleo;1986TII;40,03
varones;de 20 a 24 años;tasas de empleo;1986TI;38,71
varones;de 20 a 24 años;tasas de empleo;1985TIV;39,03
varones;de 20 a 24 años;tasas de empleo;1985TIII;40,25
varones;de 20 a 24 años;tasas de empleo;1985TII;38,97
varones;de 20 a 24 años;tasas de empleo;1985TI;38,88
varones;de 20 a 24 años;tasas de empleo;1984TIV;39,63
varones;de 20 a 24 años;tasas de empleo;1984TIII;40,52
varones;de 20 a 24 años;tasas de empleo;1984TII;39,98
varones;de 20 a 24 años;tasas de empleo;1984TI;39,74
varones;de 20 a 24 años;tasas de empleo;1983TIV;41,99
varones;de 20 a 24 años;tasas de empleo;1983TIII;43,49
varones;de 20 a 24 años;tasas de empleo;1983TII;42,89
varones;de 20 a 24 años;tasas de empleo;1983TI;42,37
varones;de 20 a 24 años;tasas de empleo;1982TIV;43,92
varones;de 20 a 24 años;tasas de empleo;1982TIII;43,99
varones;de 20 a 24 años;tasas de empleo;1982TII;43,90
varones;de 20 a 24 años;tasas de empleo;1982TI;44,45
varones;de 20 a 24 años;tasas de empleo;1981TIV;45,94
varones;de 20 a 24 años;tasas de empleo;1981TIII;45,65
varones;de 20 a 24 años;tasas de empleo;1981TII;46,25
varones;de 20 a 24 años;tasas de empleo;1981TI;46,97
varones;de 20 a 24 años;tasas de empleo;1980TIV;47,07
varones;de 20 a 24 años;tasas de empleo;1980TIII;48,45
varones;de 20 a 24 años;tasas de empleo;1980TII;48,52
varones;de 20 a 24 años;tasas de empleo;1980TI;50,47
varones;de 20 a 24 años;tasas de empleo;1979TIV;51,84
varones;de 20 a 24 años;tasas de empleo;1979TIII;52,08
varones;de 20 a 24 años;tasas de empleo;1979TII;51,57
varones;de 20 a 24 años;tasas de empleo;1979TI;52,89
varones;de 20 a 24 años;tasas de empleo;1978TIV;53,48
varones;de 20 a 24 años;tasas de empleo;1978TIII;54,09
varones;de 20 a 24 años;tasas de empleo;1978TII;53,90
varones;de 20 a 24 años;tasas de empleo;1978TI;54,87
varones;de 20 a 24 años;tasas de empleo;1977TIV;55,62
varones;de 20 a 24 años;tasas de empleo;1977TIII;55,87
varones;de 20 a 24 años;tasas de empleo;1977TII;56,70
varones;de 20 a 24 años;tasas de empleo;1977TI;57,13
varones;de 20 a 24 años;tasas de empleo;1976TIV;58,10
varones;de 20 a 24 años;tasas de empleo;1976TIII;58,70
varones;de 25 a 54 años;tasas de actividad;1995TIV;92,52
varones;de 25 a 54 años;tasas de actividad;1995TIII;92,77
varones;de 25 a 54 años;tasas de actividad;1995TII;92,72
varones;de 25 a 54 años;tasas de actividad;1995TI;92,56
varones;de 25 a 54 años;tasas de actividad;1994TIV;92,82
varones;de 25 a 54 años;tasas de actividad;1994TIII;92,77
varones;de 25 a 54 años;tasas de actividad;1994TII;92,96
varones;de 25 a 54 años;tasas de actividad;1994TI;93,08
varones;de 25 a 54 años;tasas de actividad;1993TIV;93,18
varones;de 25 a 54 años;tasas de actividad;1993TIII;93,19
varones;de 25 a 54 años;tasas de actividad;1993TII;93,10
varones;de 25 a 54 años;tasas de actividad;1993TI;92,73
